timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
10,main,Inertial,inertial,calibrate,
11,main,Gps,gps,calibrate,
2111,main,Inertial,inertial,set_heading,,5.472445
2111,main,Inertial,inertial,state,,1,2489,5.472445,-0.002098899,0,0.4628575,-0.5112352,-0.002098899,0,0,0,-0.05395508,0.04846191,1.009155,1
2112,main,Gps,gps,state,,1,2492,5.472445,5.472445,-530.1496,1311.322,100,0,0.7495556,3.585095,5.472445,0,0,0,0.05944824,0.001464844,-1.005737,1
2878,t55470228,Controller,controller,axis2_changed,,8,0.6929134
2878,t55470228,Motor,motor_rf,spin_volts,,0,0.6929134
2878,t55470228,Motor,motor_rb,spin_volts,,0,0.6929134
2938,t55470228,Controller,controller,axis2_changed,,51,4.417323
2938,t55470228,Motor,motor_rf,spin_volts,,0,4.417323
2938,t55470228,Motor,motor_rb,spin_volts,,0,4.417323
2958,t55470228,Controller,controller,axis2_changed,,61,5.283464
2958,t55470228,Motor,motor_rf,spin_volts,,0,5.283464
2958,t55470228,Motor,motor_rb,spin_volts,,0,5.283464
2978,t55470228,Controller,controller,axis2_changed,,72,6.23622
2978,t55470228,Motor,motor_rf,spin_volts,,0,6.23622
2978,t55470228,Motor,motor_rb,spin_volts,,0,6.23622
2998,t55470228,Controller,controller,axis2_changed,,74,6.409449
2998,t55470228,Motor,motor_rf,spin_volts,,0,6.409449
2998,t55470228,Motor,motor_rb,spin_volts,,0,6.409449
3038,t55470228,Controller,controller,axis2_changed,,87,7.535433
3038,t55470228,Motor,motor_rf,spin_volts,,0,7.535433
3038,t55470228,Motor,motor_rb,spin_volts,,0,7.535433
3079,t55470228,Controller,controller,axis2_changed,,91,7.88189
3079,t55470228,Motor,motor_rf,spin_volts,,0,7.88189
3079,t55470228,Motor,motor_rb,spin_volts,,0,7.88189
3099,t55470228,Controller,controller,axis2_changed,,96,8.31496
3099,t55470228,Motor,motor_rf,spin_volts,,0,8.31496
3099,t55470228,Motor,motor_rb,spin_volts,,0,8.31496
3119,t55470228,Controller,controller,axis2_changed,,98,8.488189
3119,t55470228,Motor,motor_rf,spin_volts,,0,8.488189
3119,t55470228,Motor,motor_rb,spin_volts,,0,8.488189
3159,t55470228,Controller,controller,axis2_changed,,97,8.401575
3159,t55470228,Motor,motor_rf,spin_volts,,0,8.401575
3159,t55470228,Motor,motor_rb,spin_volts,,0,8.401575
3169,t55470228,Controller,controller,axis2_changed,,100,8.661417
3169,t55470228,Motor,motor_rf,spin_volts,,0,8.661417
3169,t55470228,Motor,motor_rb,spin_volts,,0,8.661417
3219,t55470228,Controller,controller,axis2_changed,,98,8.488189
3219,t55470228,Motor,motor_rf,spin_volts,,0,8.488189
3219,t55470228,Motor,motor_rb,spin_volts,,0,8.488189
3250,t55470228,Controller,controller,axis2_changed,,83,7.188976
3250,t55470228,Motor,motor_rf,spin_volts,,0,7.188976
3250,t55470228,Motor,motor_rb,spin_volts,,0,7.188976
3300,t55470228,Controller,controller,axis2_changed,,69,5.976378
3300,t55470228,Motor,motor_rf,spin_volts,,0,5.976378
3300,t55470228,Motor,motor_rb,spin_volts,,0,5.976378
3320,t55470228,Controller,controller,axis2_changed,,68,5.889764
3320,t55470228,Motor,motor_rf,spin_volts,,0,5.889764
3320,t55470228,Motor,motor_rb,spin_volts,,0,5.889764
3370,t55470228,Controller,controller,axis2_changed,,66,5.716536
3370,t55470228,Motor,motor_rf,spin_volts,,0,5.716536
3370,t55470228,Motor,motor_rb,spin_volts,,0,5.716536
3390,t55470228,Controller,controller,axis2_changed,,62,5.370079
3390,t55470228,Motor,motor_rf,spin_volts,,0,5.370079
3390,t55470228,Motor,motor_rb,spin_volts,,0,5.370079
3430,t55470228,Controller,controller,axis2_changed,,24,2.07874
3430,t55470228,Motor,motor_rf,spin_volts,,0,2.07874
3430,t55470228,Motor,motor_rb,spin_volts,,0,2.07874
3450,t55470228,Controller,controller,axis2_changed,,0,0
3450,t55470228,Motor,motor_rf,spin_volts,,0,0
3450,t55470228,Motor,motor_rb,spin_volts,,0,0
3870,t55994516,Controller,controller,axis3_changed,,-8,-0.6929134
3870,t55994516,Motor,motor_lf,spin_volts,,0,-0.6929134
3870,t55994516,Motor,motor_lb,spin_volts,,0,-0.6929134
3920,t55994516,Controller,controller,axis3_changed,,-59,-5.110236
3920,t55994516,Motor,motor_lf,spin_volts,,0,-5.110236
3920,t55994516,Motor,motor_lb,spin_volts,,0,-5.110236
3951,t55994516,Controller,controller,axis3_changed,,-89,-7.708662
3951,t55470228,Controller,controller,axis2_changed,,-20,-1.732283
3951,t55994516,Motor,motor_lf,spin_volts,,0,-7.708662
3951,t55470228,Motor,motor_rf,spin_volts,,0,-1.732283
3952,t55994516,Motor,motor_lb,spin_volts,,0,-7.708662
3952,t55470228,Motor,motor_rb,spin_volts,,0,-1.732283
3961,t55994516,Controller,controller,axis3_changed,,-114,-9.874016
3961,t55470228,Controller,controller,axis2_changed,,-60,-5.19685
3961,t55994516,Motor,motor_lf,spin_volts,,0,-9.874016
3961,t55470228,Motor,motor_rf,spin_volts,,0,-5.19685
3967,t55994516,Motor,motor_lb,spin_volts,,0,-9.874016
3967,t55470228,Motor,motor_rb,spin_volts,,0,-5.19685
3978,t55470228,Controller,controller,axis2_changed,,-97,-8.401575
3978,t55994516,Controller,controller,axis3_changed,,-127,-11
3978,t55470228,Motor,motor_rf,spin_volts,,0,-8.401575
3978,t55994516,Motor,motor_lf,spin_volts,,0,-11
3979,t55470228,Motor,motor_rb,spin_volts,,0,-8.401575
3979,t55994516,Motor,motor_lb,spin_volts,,0,-11
4001,t55470228,Controller,controller,axis2_changed,,-124,-10.74016
4001,t55470228,Motor,motor_rf,spin_volts,,0,-10.74016
4001,t55470228,Motor,motor_rb,spin_volts,,0,-10.74016
4031,t55470228,Controller,controller,axis2_changed,,-127,-11
4031,t55470228,Motor,motor_rf,spin_volts,,0,-11
4031,t55470228,Motor,motor_rb,spin_volts,,0,-11
4841,t55470228,Controller,controller,axis2_changed,,-105,-9.094488
4841,t55470228,Motor,motor_rf,spin_volts,,0,-9.094488
4841,t55470228,Motor,motor_rb,spin_volts,,0,-9.094488
4862,t55994516,Controller,controller,axis3_changed,,0,0
4862,t55470228,Controller,controller,axis2_changed,,0,0
4862,t55994516,Motor,motor_lf,spin_volts,,0,0
4862,t55470228,Motor,motor_rf,spin_volts,,0,0
4862,t55994516,Motor,motor_lb,spin_volts,,0,0
4862,t55470228,Motor,motor_rb,spin_volts,,0,0
6332,t55666836,Controller,controller,buttonB_pressed,
6332,t55666836,Inertial,inertial,state,,1,6667,298.5569,-66.91761,0,3.734047,-2.299122,-66.91761,0,0,0,-0.04211426,0.06665039,1.009155,1
6333,t55666836,Gps,gps,state,,1,6670,298.1438,-61.85616,226.7153,772.2475,100,0,0.2696848,4.376281,-61.85616,0,0.1525926,0,0.04333496,-0.01013184,-1.005493,1
6339,t55666836,PID,turn,step,,359.9993,298.5562,61.44306,61.44306,0,6.205749
6361,t55666836,PID,turn,step,,359.9993,298.5556,61.4437,122.8867,0.0006408691,6.26732
6382,t55666836,PID,turn,step,,359.9993,298.5882,61.4111,184.2978,-0.03259277,6.322149
6403,t55666836,PID,turn,step,,359.9993,299.0834,60.9158,245.2137,-0.4953003,6.287264
6424,t55666836,PID,turn,step,,359.9993,300.5754,59.42386,304.6375,-1.491943,6.097829
6451,t55666836,PID,turn,step,,359.9993,304.2958,55.70349,360.341,-3.720367,5.558653
6472,t55666836,PID,turn,step,,359.9993,307.3228,52.67648,413.0175,-3.027008,5.377965
